1|-0.386406339
2|-0.864905366
3|-1.789979178
4|-1.889183968
5|-1.761335209
6|-1.465438269
7|-1.304691482
8|-1.529210787
9|-1.842799964
10|-1.582766138
11|-1.446874193
12|-1.439501358
13|-1.07853862
14|-1.672055343
15|-1.95014408
16|-1.907456374
17|-1.664389088
18|-2.156078633
19|-2.325166295
20|-1.052840899
21|0.080053964
22|1.312396478
23|2.010230044
24|2.763486507
25|4.104013285
26|5.06918202
27|6.22935712
28|6.58685505
29|7.30692349
30|7.89095898
31|8.3023945
32|8.96641754
33|10.16521655
34|11.16044091
35|12.0206644
36|12.02832389
37|12.4427333
38|12.94386982
39|13.80225288
40|16.36227034
41|18.75886176
42|20.95178451
43|23.43944264
44|25.49968488
45|27.98643851
46|30.42016388
47|33.10855
48|35.60656129
49|37.42083333
50|39.5433425
51|41.27162327
52|43.80036076
53|45.46734686
54|47.9872847
55|51.11048135
56|53.17444203
57|55.89376754
58|59.27936467
59|62.65257116
60|64.32401866
61|66.61265976
62|68.62505147
63|70.35617195
64|72.693684
65|75.01348514
66|77.95157003
67|80.0755973
68|82.52073612
69|84.77445508
70|86.3894191
71|73.45357676
72|75.4672656
73|76.80613966
74|78.62104486
75|79.95483067
76|81.99857854
77|83.87948408
78|85.8658758
79|87.6087429
80|88.8126408
81|60.02375839
82|61.95194869
83|62.82972897
84|63.98396391
85|65.15673055
86|66.1812741
87|67.01581399
88|68.16782497
89|69.35424894
90|70.0844451
91|71.40061867
92|72.5640061
93|74.0793251
94|74.83085722
95|76.10536429
96|77.52164784
97|78.7187534
98|80.07411443
99|81.3169707
100|82.7554533
