1|-0.386406339
2|-0.664905366
3|-1.389979178
4|-1.289183968
5|-0.961335209
6|-0.465438269
7|-0.104691482
8|-0.129210787
9|-0.242799964
10|0.217233862
11|0.553125807
12|0.760498642
13|1.32146138
14|0.927944657
15|0.84985592
16|1.092543626
17|1.535610912
18|1.243921367
19|1.274833705
20|2.747159101
21|4.080053964
22|5.512396478
23|6.410230044
24|7.363486507
25|8.904013285
26|10.06918202
27|11.42935712
28|11.98685505
29|12.90692349
30|13.69095898
31|14.3023945
32|15.16641754
33|16.56521655
34|17.76044091
35|18.8206644
36|19.02832389
37|19.6427333
38|20.34386982
39|21.40225288
40|24.16227034
41|26.75886176
42|29.15178451
43|31.83944264
44|34.09968488
45|36.78643851
46|39.42016388
47|42.30855
48|45.00656129
49|47.02083333
50|49.3433425
51|51.27162327
52|54.00036076
53|55.86734686
54|58.5872847
55|61.91048135
56|64.17444203
57|67.09376754
58|70.67936467
59|74.25257116
60|76.12401866
61|78.61265976
62|80.82505147
63|82.75617195
64|85.293684
65|87.81348514
66|90.95157003
67|93.2755973
68|95.92073612
69|98.37445508
70|100.1894191
71|87.45357676
72|89.6672656
73|91.20613966
74|93.22104486
75|94.75483067
76|96.99857854
77|99.07948408
78|101.2658758
79|103.2087429
80|104.6126408
81|76.02375839
82|78.15194869
83|79.22972897
84|80.58396391
85|81.95673055
86|83.1812741
87|84.21581399
88|85.56782497
89|86.95424894
90|87.8844451
91|89.40061867
92|90.7640061
93|92.4793251
94|93.43085722
95|94.90536429
96|96.52164784
97|97.9187534
98|99.47411443
99|100.9169707
100|102.5554533
