1|-0.386406339
2|-0.664905366
3|-1.389979178
4|-1.289183968
5|-0.961335209
6|-0.465438269
7|-0.104691482
8|-0.129210787
9|-0.242799964
10|0.217233862
11|0.553125807
12|0.760498642
13|1.32146138
14|0.927944657
15|0.84985592
16|1.092543626
17|1.535610912
18|1.243921367
19|1.274833705
20|2.747159101
21|3.580053964
22|4.512396478
23|4.910230044
24|5.363486507
25|6.404013285
26|7.069182023
27|7.92935712
28|7.986855049
29|8.406923492
30|8.690958979
31|8.802394503
32|9.166417542
33|10.06521655
34|10.76044091
35|11.3206644
36|11.02832389
37|11.1427333
38|11.34386982
39|11.90225288
40|14.16227034
41|15.75886176
42|17.15178451
43|18.83944264
44|20.09968488
45|21.78643851
46|23.42016388
47|25.30855
48|27.00656129
49|28.02083333
50|29.3433425
51|30.27162327
52|32.00036076
53|32.86734686
54|34.5872847
55|36.91048135
56|38.17444203
57|40.09376754
58|42.67936467
59|45.25257116
60|46.12401866
61|47.61265976
62|48.82505147
63|49.75617195
64|51.293684
65|52.81348514
66|54.95157003
67|56.2755973
68|57.92073612
69|59.37445508
70|60.1894191
71|61.95357676
72|63.6672656
73|64.70613966
74|66.22104486
75|67.25483067
76|68.99857854
77|70.57948408
78|72.26587575
79|73.70874286
80|74.61264076
81|76.02375839
82|78.15194869
83|79.22972897
84|80.58396391
85|81.95673055
86|83.1812741
87|84.21581399
88|85.56782497
89|86.95424894
90|87.8844451
91|89.40061867
92|90.7640061
93|92.4793251
94|93.43085722
95|94.90536429
96|96.52164784
97|97.9187534
98|99.47411443
99|100.9169707
100|102.5554533
